div_dpto;departamento;ano;casos;proyeccion;tasa;hist_dpto;porcentaje
81;ARAUCA;2010;55;228513;24.068652549307917;1914;2.8735632183908044
17;CALDAS;2023;93;1046418;8.887461798248884;2936;3.167574931880109
17;CALDAS;2022;141;1036455;13.604063852265655;2936;4.802452316076295
17;CALDAS;2021;176;1027314;17.13205504840779;2936;5.994550408719346
17;CALDAS;2020;180;1018453;17.673864184208796;2936;6.130790190735695
17;CALDAS;2019;162;1008344;16.065945748673073;2936;5.517711171662126
17;CALDAS;2018;202;998255;20.235310617026713;2936;6.8801089918256135
17;CALDAS;2017;189;991363;19.06466148121324;2936;6.43732970027248
17;CALDAS;2016;215;987214;21.778459381653825;2936;7.322888283378746
17;CALDAS;2015;220;984360;22.349546913730748;2936;7.493188010899182
17;CALDAS;2014;273;982933;27.77401918543787;2936;9.298365122615804
17;CALDAS;2013;303;982563;30.837717276144126;2936;10.32016348773842
17;CALDAS;2012;318;982904;32.35310874714113;2936;10.831062670299728
17;CALDAS;2011;329;983498;33.452025321861356;2936;11.205722070844686
17;CALDAS;2010;135;984304;13.715274955704743;2936;4.598092643051771
73;TOLIMA;2023;286;1350060;21.184243663244597;4337;6.5944201060641
73;TOLIMA;2022;363;1346935;26.95007554187841;4337;8.369840903850587
73;TOLIMA;2021;381;1343898;28.350365875981662;4337;8.784874337099376
73;TOLIMA;2020;261;1339998;19.477641011404497;4337;6.0179847821074475
