div_dpto;departamento;div_mun;municipio;casos;mes;ano
15;Boyacá;15272;Firavitoba;0;Enero - Septiembre;2022
25;Cundinamarca;25279;Fómeque;0;Enero - Septiembre;2022
25;Cundinamarca;25281;Fosca;0;Enero - Septiembre;2022
52;Nariño;52287;Funes;0;Enero - Septiembre;2022
25;Cundinamarca;25288;Fúquene;0;Enero - Septiembre;2022
25;Cundinamarca;25293;Gachalá;0;Enero - Septiembre;2022
15;Boyacá;15293;Gachantivá;0;Enero - Septiembre;2022
25;Cundinamarca;25297;Gachetá;0;Enero - Septiembre;2022
68;Santander;68296;Galán;0;Enero - Septiembre;2022
25;Cundinamarca;25299;Gama;0;Enero - Septiembre;2022
68;Santander;68298;Gámbita;0;Enero - Septiembre;2022
15;Boyacá;15296;Gámeza;0;Enero - Septiembre;2022
15;Boyacá;15299;Garagoa;0;Enero - Septiembre;2022
54;Norte de Santander;54313;Gramalote;0;Enero - Septiembre;2022
25;Cundinamarca;25312;Granada;0;Enero - Septiembre;2022
15;Boyacá;15317;Guacamayas;0;Enero - Septiembre;2022
68;Santander;68320;Guadalupe;0;Enero - Septiembre;2022
52;Nariño;52320;Guaitarilla;0;Enero - Septiembre;2022
52;Nariño;52323;Gualmatán;0;Enero - Septiembre;2022
47;Magdalena;47318;Guamal;0;Enero - Septiembre;2022
68;Santander;68322;Guapotá;0;Enero - Septiembre;2022
25;Cundinamarca;25322;Guasca;0;Enero - Septiembre;2022
25;Cundinamarca;25324;Guataquí;0;Enero - Septiembre;2022
15;Boyacá;15322;Guateque;0;Enero - Septiembre;2022
66;Risaralda;66318;Guática;0;Enero - Septiembre;2022
68;Santander;68324;Guavatá;0;Enero - Septiembre;2022
25;Cundinamarca;25328;Guayabal de Síquima;0;Enero - Septiembre;2022
25;Cundinamarca;25335;Guayabetal;0;Enero - Septiembre;2022
15;Boyacá;15325;Guayatá;0;Enero - Septiembre;2022
15;Boyacá;15332;Güicán de La Sierra;0;Enero - Septiembre;2022
54;Norte de Santander;54344;Hacarí;0;Enero - Septiembre;2022
68;Santander;68344;Hato;0;Enero - Septiembre;2022
54;Norte de Santander;54347;Herrán;0;Enero - Septiembre;2022
41;Huila;41349;Hobo;0;Enero - Septiembre;2022
73;Tolima;73352;Icononzo;0;Enero - Septiembre;2022
52;Nariño;52354;Imués;0;Enero - Septiembre;2022
15;Boyacá;15362;Iza;0;Enero - Septiembre;2022
15;Boyacá;15367;Jenesano;0;Enero - Septiembre;2022
68;Santander;68368;Jesús María;0;Enero - Septiembre;2022
68;Santander;68370;Jordán;0;Enero - Septiembre;2022
25;Cundinamarca;25372;Junín;0;Enero - Septiembre;2022
41;Huila;41378;La Argentina;0;Enero - Septiembre;2022
68;Santander;68377;La Belleza;0;Enero - Septiembre;2022
25;Cundinamarca;25377;La Calera;0;Enero - Septiembre;2022
15;Boyacá;15380;La Capilla;0;Enero - Septiembre;2022
91;Amazonas;91405;La Chorrera (CD);0;Enero - Septiembre;2022
20;Cesar;20383;La Gloria;0;Enero - Septiembre;2022
94;Guainía;94885;La Guadalupe (CD);0;Enero - Septiembre;2022
44;La Guajira;44420;La Jagua del Pilar;0;Enero - Septiembre;2022
25;Cundinamarca;25394;La Palma;0;Enero - Septiembre;2022
91;Amazonas;91407;La Pedrera (CD);0;Enero - Septiembre;2022
25;Cundinamarca;25398;La Peña;0;Enero - Septiembre;2022
85;Casanare;85136;La Salina;0;Enero - Septiembre;2022
70;Sucre;70400;La Unión;0;Enero - Septiembre;2022
15;Boyacá;15401;La Victoria;0;Enero - Septiembre;2022
91;Amazonas;91430;La Victoria (CD);0;Enero - Septiembre;2022
15;Boyacá;15377;Labranzagrande;0;Enero - Septiembre;2022
70;Sucre;70418;Los Palmitos;0;Enero - Septiembre;2022
54;Norte de Santander;54418;Lourdes;0;Enero - Septiembre;2022
15;Boyacá;15425;Macanal;0;Enero - Septiembre;2022
68;Santander;68425;Macaravita;0;Enero - Septiembre;2022
25;Cundinamarca;25426;Machetá;0;Enero - Septiembre;2022
25;Cundinamarca;25436;Manta;0;Enero - Septiembre;2022
94;Guainía;94663;Mapiripana (CD);0;Enero - Septiembre;2022
15;Boyacá;15442;Maripí;0;Enero - Septiembre;2022
17;Caldas;17446;Marulanda;0;Enero - Septiembre;2022
68;Santander;68444;Matanza;0;Enero - Septiembre;2022
27;Chocó;27430;Medio Baudó;0;Enero - Septiembre;2022
15;Boyacá;15455;Miraflores;0;Enero - Septiembre;2022
91;Amazonas;91460;Miriti - Paraná (CD);0;Enero - Septiembre;2022
15;Boyacá;15464;Mongua;0;Enero - Septiembre;2022
15;Boyacá;15466;Monguí;0;Enero - Septiembre;2022
15;Boyacá;15469;Moniquirá;0;Enero - Septiembre;2022
18;Caquetá;18479;Morelia;0;Enero - Septiembre;2022
94;Guainía;94888;Morichal (CD);0;Enero - Septiembre;2022
52;Nariño;52473;Mosquera;0;Enero - Septiembre;2022
54;Norte de Santander;54480;Mutiscua;0;Enero - Septiembre;2022
52;Nariño;52480;Nariño;0;Enero - Septiembre;2022
41;Huila;41483;Nátaga;0;Enero - Septiembre;2022
25;Cundinamarca;25488;Nilo;0;Enero - Septiembre;2022
25;Cundinamarca;25489;Nimaima;0;Enero - Septiembre;2022
15;Boyacá;15491;Nobsa;0;Enero - Septiembre;2022
15;Boyacá;15494;Nuevo Colón;0;Enero - Septiembre;2022
68;Santander;68498;Ocamonte;0;Enero - Septiembre;2022
68;Santander;68500;Oiba;0;Enero - Septiembre;2022
15;Boyacá;15500;Oicatá;0;Enero - Septiembre;2022
52;Nariño;52506;Ospina;0;Enero - Septiembre;2022
15;Boyacá;15507;Otanche;0;Enero - Septiembre;2022
15;Boyacá;15511;Pachavita;0;Enero - Septiembre;2022
25;Cundinamarca;25513;Pacho;0;Enero - Septiembre;2022
97;Vaupés;97511;Pacoa (CD);0;Enero - Septiembre;2022
15;Boyacá;15514;Páez;0;Enero - Septiembre;2022
41;Huila;41518;Paicol;0;Enero - Septiembre;2022
25;Cundinamarca;25518;Paime;0;Enero - Septiembre;2022
15;Boyacá;15516;Paipa;0;Enero - Septiembre;2022
15;Boyacá;15518;Pajarito;0;Enero - Septiembre;2022
68;Santander;68522;Palmar;0;Enero - Septiembre;2022
68;Santander;68524;Palmas del Socorro;0;Enero - Septiembre;2022
70;Sucre;70523;Palmito;0;Enero - Septiembre;2022
54;Norte de Santander;54518;Pamplona;0;Enero - Septiembre;2022
54;Norte de Santander;54520;Pamplonita;0;Enero - Septiembre;2022
94;Guainía;94887;Pana Pana (CD);0;Enero - Septiembre;2022
25;Cundinamarca;25524;Pandi;0;Enero - Septiembre;2022
15;Boyacá;15522;Panqueba;0;Enero - Septiembre;2022
97;Vaupés;97777;Papunahua (CD);0;Enero - Septiembre;2022
68;Santander;68533;Páramo;0;Enero - Septiembre;2022
25;Cundinamarca;25535;Pasca;0;Enero - Septiembre;2022
15;Boyacá;15533;Paya;0;Enero - Septiembre;2022
15;Boyacá;15537;Paz de Río;0;Enero - Septiembre;2022
47;Magdalena;47541;Pedraza;0;Enero - Septiembre;2022
15;Boyacá;15542;Pesca;0;Enero - Septiembre;2022
73;Tolima;73547;Piedras;0;Enero - Septiembre;2022
63;Quindio;63548;Pijao;0;Enero - Septiembre;2022
13;Bolívar;13549;Pinillos;0;Enero - Septiembre;2022
15;Boyacá;15550;Pisba;0;Enero - Septiembre;2022
41;Huila;41548;Pital;0;Enero - Septiembre;2022
8;Atlántico;8558;Polonuevo;0;Enero - Septiembre;2022
52;Nariño;52560;Potosí;0;Enero - Septiembre;2022
88;Archipiélago de San Andrés;88564;Providencia;0;Enero - Septiembre;2022
66;Risaralda;66572;Pueblo Rico;0;Enero - Septiembre;2022
68;Santander;68572;Puente Nacional;0;Enero - Septiembre;2022
52;Nariño;52573;Puerres;0;Enero - Septiembre;2022
91;Amazonas;91530;Puerto Alegría (CD);0;Enero - Septiembre;2022
91;Amazonas;91536;Puerto Arica (CD);0;Enero - Septiembre;2022
94;Guainía;94884;Puerto Colombia (CD);0;Enero - Septiembre;2022
91;Amazonas;91540;Puerto Nariño;0;Enero - Septiembre;2022
91;Amazonas;91669;Puerto Santander (CD);0;Enero - Septiembre;2022
25;Cundinamarca;25580;Pulí;0;Enero - Septiembre;2022
73;Tolima;73585;Purificación;0;Enero - Septiembre;2022
25;Cundinamarca;25592;Quebradanegra;0;Enero - Septiembre;2022
15;Boyacá;15580;Quípama;0;Enero - Septiembre;2022
15;Boyacá;15599;Ramiriquí;0;Enero - Septiembre;2022
85;Casanare;85279;Recetor;0;Enero - Septiembre;2022
13;Bolívar;13580;Regidor;0;Enero - Septiembre;2022
27;Chocó;27600;Río Quito;0;Enero - Septiembre;2022
73;Tolima;73622;Roncesvalles;0;Enero - Septiembre;2022
15;Boyacá;15621;Rondón;0;Enero - Septiembre;2022
15;Boyacá;15632;Saboyá;0;Enero - Septiembre;2022
85;Casanare;85315;Sácama;0;Enero - Septiembre;2022
15;Boyacá;15638;Sáchica;0;Enero - Septiembre;2022
54;Norte de Santander;54660;Salazar;0;Enero - Septiembre;2022
63;Quindio;63690;Salento;0;Enero - Septiembre;2022
23;Córdoba;23670;San Andrés Sotavento;0;Enero - Septiembre;2022
25;Cundinamarca;25649;San Bernardo;0;Enero - Septiembre;2022
50;Meta;50680;San Carlos de Guaroa;0;Enero - Septiembre;2022
25;Cundinamarca;25653;San Cayetano;0;Enero - Septiembre;2022
54;Norte de Santander;54673;San Cayetano;0;Enero - Septiembre;2022
15;Boyacá;15660;San Eduardo;0;Enero - Septiembre;2022
13;Bolívar;13647;San Estanislao;0;Enero - Septiembre;2022
94;Guainía;94883;San Felipe (CD);0;Enero - Septiembre;2022
25;Cundinamarca;25658;San Francisco;0;Enero - Septiembre;2022
86;Putumayo;86755;San Francisco;0;Enero - Septiembre;2022
13;Bolívar;13655;San Jacinto del Cauca;0;Enero - Septiembre;2022
68;Santander;68682;San Joaquín;0;Enero - Septiembre;2022
17;Caldas;17665;San José;0;Enero - Septiembre;2022
68;Santander;68684;San José de Miranda;0;Enero - Septiembre;2022
15;Boyacá;15664;San José de Pare;0;Enero - Septiembre;2022
70;Sucre;70702;San Juan de Betulia;0;Enero - Septiembre;2022
25;Cundinamarca;25662;San Juan de Rioseco;0;Enero - Septiembre;2022
50;Meta;50686;San Juanito;0;Enero - Septiembre;2022
15;Boyacá;15667;San Luis de Gaceno;0;Enero - Septiembre;2022
85;Casanare;85325;San Luis de Palenque;0;Enero - Septiembre;2022
15;Boyacá;15673;San Mateo;0;Enero - Septiembre;2022
68;Santander;68686;San Miguel;0;Enero - Septiembre;2022
15;Boyacá;15676;San Miguel de Sema;0;Enero - Septiembre;2022
52;Nariño;52694;San Pedro de Cartago;0;Enero - Septiembre;2022
19;Cauca;19693;San Sebastián;0;Enero - Septiembre;2022
47;Magdalena;47692;San Sebastián de Buenavista;0;Enero - Septiembre;2022
47;Magdalena;47703;San Zenón;0;Enero - Septiembre;2022
47;Magdalena;47707;Santa Ana;0;Enero - Septiembre;2022
68;Santander;68705;Santa Bárbara;0;Enero - Septiembre;2022
8;Atlántico;8675;Santa Lucía;0;Enero - Septiembre;2022
19;Cauca;19701;Santa Rosa;0;Enero - Septiembre;2022
15;Boyacá;15693;Santa Rosa de Viterbo;0;Enero - Septiembre;2022
99;Vichada;99624;Santa Rosalía;0;Enero - Septiembre;2022
15;Boyacá;15696;Santa Sofía;0;Enero - Septiembre;2022
54;Norte de Santander;54680;Santiago;0;Enero - Septiembre;2022
86;Putumayo;86760;Santiago;0;Enero - Septiembre;2022
52;Nariño;52720;Sapuyes;0;Enero - Septiembre;2022
15;Boyacá;15720;Sativanorte;0;Enero - Septiembre;2022
15;Boyacá;15723;Sativasur;0;Enero - Septiembre;2022
15;Boyacá;15740;Siachoque;0;Enero - Septiembre;2022
86;Putumayo;86749;Sibundoy;0;Enero - Septiembre;2022
54;Norte de Santander;54743;Silos;0;Enero - Septiembre;2022
68;Santander;68745;Simacota;0;Enero - Septiembre;2022
25;Cundinamarca;25745;Simijaca;0;Enero - Septiembre;2022
27;Chocó;27745;Sipí;0;Enero - Septiembre;2022
15;Boyacá;15753;Soatá;0;Enero - Septiembre;2022
15;Boyacá;15755;Socotá;0;Enero - Septiembre;2022
15;Boyacá;15761;Somondoco;0;Enero - Septiembre;2022
25;Cundinamarca;25758;Sopó;0;Enero - Septiembre;2022
15;Boyacá;15762;Sora;0;Enero - Septiembre;2022
15;Boyacá;15764;Soracá;0;Enero - Septiembre;2022
19;Cauca;19760;Sotará Paispamba;0;Enero - Septiembre;2022
68;Santander;68770;Suaita;0;Enero - Septiembre;2022
73;Tolima;73770;Suárez;0;Enero - Septiembre;2022
68;Santander;68773;Sucre;0;Enero - Septiembre;2022
25;Cundinamarca;25777;Supatá;0;Enero - Septiembre;2022
68;Santander;68780;Suratá;0;Enero - Septiembre;2022
25;Cundinamarca;25779;Susa;0;Enero - Septiembre;2022
15;Boyacá;15774;Susacón;0;Enero - Septiembre;2022
15;Boyacá;15776;Sutamarchán;0;Enero - Septiembre;2022
25;Cundinamarca;25781;Sutatausa;0;Enero - Septiembre;2022
15;Boyacá;15778;Sutatenza;0;Enero - Septiembre;2022
25;Cundinamarca;25785;Tabio;0;Enero - Septiembre;2022
85;Casanare;85400;Támara;0;Enero - Septiembre;2022
52;Nariño;52788;Tangua;0;Enero - Septiembre;2022
97;Vaupés;97666;Taraira;0;Enero - Septiembre;2022
91;Amazonas;91798;Tarapacá (CD);0;Enero - Septiembre;2022
5;Antioquia;5792;Tarso;0;Enero - Septiembre;2022
15;Boyacá;15790;Tasco;0;Enero - Septiembre;2022
25;Cundinamarca;25793;Tausa;0;Enero - Septiembre;2022
25;Cundinamarca;25797;Tena;0;Enero - Septiembre;2022
47;Magdalena;47798;Tenerife;0;Enero - Septiembre;2022
15;Boyacá;15798;Tenza;0;Enero - Septiembre;2022
41;Huila;41797;Tesalia;0;Enero - Septiembre;2022
15;Boyacá;15806;Tibasosa;0;Enero - Septiembre;2022
25;Cundinamarca;25807;Tibirita;0;Enero - Septiembre;2022
15;Boyacá;15808;Tinjacá;0;Enero - Septiembre;2022
15;Boyacá;15810;Tipacoque;0;Enero - Septiembre;2022
15;Boyacá;15814;Toca;0;Enero - Septiembre;2022
15;Boyacá;15816;Togüí;0;Enero - Septiembre;2022
68;Santander;68820;Tona;0;Enero - Septiembre;2022
15;Boyacá;15820;Tópaga;0;Enero - Septiembre;2022
25;Cundinamarca;25823;Topaipí;0;Enero - Septiembre;2022
15;Boyacá;15822;Tota;0;Enero - Septiembre;2022
19;Cauca;19824;Totoró;0;Enero - Septiembre;2022
15;Boyacá;15832;Tununguá;0;Enero - Septiembre;2022
15;Boyacá;15835;Turmequé;0;Enero - Septiembre;2022
15;Boyacá;15837;Tuta;0;Enero - Septiembre;2022
15;Boyacá;15839;Tutazá;0;Enero - Septiembre;2022
25;Cundinamarca;25839;Ubalá;0;Enero - Septiembre;2022
25;Cundinamarca;25841;Ubaque;0;Enero - Septiembre;2022
25;Cundinamarca;25845;Une;0;Enero - Septiembre;2022
44;La Guajira;44855;Urumita;0;Enero - Septiembre;2022
8;Atlántico;8849;Usiacurí;0;Enero - Septiembre;2022
25;Cundinamarca;25851;Útica;0;Enero - Septiembre;2022
68;Santander;68855;Valle de San José;0;Enero - Septiembre;2022
5;Antioquia;5856;Valparaíso;0;Enero - Septiembre;2022
68;Santander;68861;Vélez;0;Enero - Septiembre;2022
25;Cundinamarca;25506;Venecia;0;Enero - Septiembre;2022
68;Santander;68867;Vetas;0;Enero - Septiembre;2022
25;Cundinamarca;25867;Vianí;0;Enero - Septiembre;2022
5;Antioquia;5873;Vigía del Fuerte;0;Enero - Septiembre;2022
54;Norte de Santander;54871;Villa Caro;0;Enero - Septiembre;2022
25;Cundinamarca;25871;Villagómez;0;Enero - Septiembre;2022
68;Santander;68872;Villanueva;0;Enero - Septiembre;2022
73;Tolima;73873;Villarrica;0;Enero - Septiembre;2022
41;Huila;41872;Villavieja;0;Enero - Septiembre;2022
15;Boyacá;15879;Viracachá;0;Enero - Septiembre;2022
52;Nariño;52885;Yacuanquer;0;Enero - Septiembre;2022
41;Huila;41885;Yaguará;0;Enero - Septiembre;2022
97;Vaupés;97889;Yavaraté (CD);0;Enero - Septiembre;2022
68;Santander;68895;Zapatoca;0;Enero - Septiembre;2022
15;Boyacá;15897;Zetaquira;0;Enero - Septiembre;2022
25;Cundinamarca;25898;Zipacón;0;Enero - Septiembre;2022
5;Antioquia;5002;Abejorral;6;Enero - Septiembre;2023
54;Norte de Santander;54003;Ábrego;11;Enero - Septiembre;2023
50;Meta;50006;Acacías;12;Enero - Septiembre;2023
27;Chocó;27006;Acandí;3;Enero - Septiembre;2023
41;Huila;41006;Acevedo;11;Enero - Septiembre;2023
25;Cundinamarca;25001;Agua de Dios;1;Enero - Septiembre;2023
20;Cesar;20011;Aguachica;28;Enero - Septiembre;2023
17;Caldas;17013;Aguadas;7;Enero - Septiembre;2023
85;Casanare;85010;Aguazul;8;Enero - Septiembre;2023
20;Cesar;20013;Agustín Codazzi;20;Enero - Septiembre;2023
41;Huila;41016;Aipe;1;Enero - Septiembre;2023
52;Nariño;52019;Albán;2;Enero - Septiembre;2023
44;La Guajira;44035;Albania;2;Enero - Septiembre;2023
76;Valle del Cauca;76020;Alcalá;16;Enero - Septiembre;2023
5;Antioquia;5021;Alejandría;1;Enero - Septiembre;2023
47;Magdalena;47030;Algarrobo;1;Enero - Septiembre;2023
41;Huila;41020;Algeciras;25;Enero - Septiembre;2023
19;Cauca;19022;Almaguer;1;Enero - Septiembre;2023
41;Huila;41026;Altamira;1;Enero - Septiembre;2023
73;Tolima;73026;Alvarado;2;Enero - Septiembre;2023
5;Antioquia;5030;Amagá;12;Enero - Septiembre;2023
5;Antioquia;5031;Amalfi;10;Enero - Septiembre;2023
73;Tolima;73030;Ambalema;3;Enero - Septiembre;2023
52;Nariño;52036;Ancuya;2;Enero - Septiembre;2023
76;Valle del Cauca;76036;Andalucía;13;Enero - Septiembre;2023
5;Antioquia;5034;Andes;22;Enero - Septiembre;2023
5;Antioquia;5036;Angelópolis;5;Enero - Septiembre;2023
5;Antioquia;5038;Angostura;7;Enero - Septiembre;2023
25;Cundinamarca;25040;Anolaima;1;Enero - Septiembre;2023
5;Antioquia;5040;Anorí;21;Enero - Septiembre;2023
17;Caldas;17042;Anserma;4;Enero - Septiembre;2023
76;Valle del Cauca;76041;Ansermanuevo;35;Enero - Septiembre;2023
5;Antioquia;5044;Anzá;3;Enero - Septiembre;2023
73;Tolima;73043;Anzoátegui;6;Enero - Septiembre;2023
5;Antioquia;5045;Apartadó;37;Enero - Septiembre;2023
66;Risaralda;66045;Apía;3;Enero - Septiembre;2023
25;Cundinamarca;25599;Apulo;3;Enero - Septiembre;2023
15;Boyacá;15047;Aquitania;1;Enero - Septiembre;2023
47;Magdalena;47053;Aracataca;14;Enero - Septiembre;2023
17;Caldas;17050;Aranzazu;1;Enero - Septiembre;2023
81;Arauca;81001;Arauca;28;Enero - Septiembre;2023
81;Arauca;81065;Arauquita;11;Enero - Septiembre;2023
52;Nariño;52051;Arboleda;1;Enero - Septiembre;2023
13;Bolívar;13042;Arenal;2;Enero - Septiembre;2023
5;Antioquia;5055;Argelia;4;Enero - Septiembre;2023
19;Cauca;19050;Argelia;23;Enero - Septiembre;2023
76;Valle del Cauca;76054;Argelia;1;Enero - Septiembre;2023
47;Magdalena;47058;Ariguaní;7;Enero - Septiembre;2023
13;Bolívar;13052;Arjona;20;Enero - Septiembre;2023
5;Antioquia;5059;Armenia;1;Enero - Septiembre;2023
63;Quindio;63001;Armenia;68;Enero - Septiembre;2023
73;Tolima;73055;Armero;2;Enero - Septiembre;2023
13;Bolívar;13062;Arroyohondo;1;Enero - Septiembre;2023
20;Cesar;20032;Astrea;8;Enero - Septiembre;2023
73;Tolima;73067;Ataco;1;Enero - Septiembre;2023
23;Córdoba;23068;Ayapel;2;Enero - Septiembre;2023
27;Chocó;27075;Bahía Solano;5;Enero - Septiembre;2023
27;Chocó;27077;Bajo Baudó;3;Enero - Septiembre;2023
19;Cauca;19075;Balboa;24;Enero - Septiembre;2023
8;Atlántico;8078;Baranoa;2;Enero - Septiembre;2023
41;Huila;41078;Baraya;1;Enero - Septiembre;2023
52;Nariño;52079;Barbacoas;20;Enero - Septiembre;2023
5;Antioquia;5079;Barbosa;11;Enero - Septiembre;2023
68;Santander;68077;Barbosa;6;Enero - Septiembre;2023
50;Meta;50110;Barranca de Upía;3;Enero - Septiembre;2023
68;Santander;68081;Barrancabermeja;96;Enero - Septiembre;2023
44;La Guajira;44078;Barrancas;4;Enero - Septiembre;2023
13;Bolívar;13074;Barranco de Loba;3;Enero - Septiembre;2023
8;Atlántico;8001;Barranquilla;264;Enero - Septiembre;2023
20;Cesar;20045;Becerril;2;Enero - Septiembre;2023
17;Caldas;17088;Belalcázar;2;Enero - Septiembre;2023
15;Boyacá;15087;Belén;1;Enero - Septiembre;2023
18;Caquetá;18094;Belén de Los Andaquíes;2;Enero - Septiembre;2023
66;Risaralda;66088;Belén de Umbría;9;Enero - Septiembre;2023
5;Antioquia;5088;Bello;38;Enero - Septiembre;2023
5;Antioquia;5086;Belmira;3;Enero - Septiembre;2023
5;Antioquia;5091;Betania;6;Enero - Septiembre;2023
5;Antioquia;5093;Betulia;9;Enero - Septiembre;2023
15;Boyacá;15097;Boavita;1;Enero - Septiembre;2023
54;Norte de Santander;54099;Bochalema;1;Enero - Septiembre;2023
11;Bogotá. D.C.;11001;Bogotá. D.C.;795;Enero - Septiembre;2023
19;Cauca;19100;Bolívar;18;Enero - Septiembre;2023
76;Valle del Cauca;76100;Bolívar;4;Enero - Septiembre;2023
20;Cesar;20060;Bosconia;13;Enero - Septiembre;2023
5;Antioquia;5107;Briceño;4;Enero - Septiembre;2023
68;Santander;68001;Bucaramanga;87;Enero - Septiembre;2023
76;Valle del Cauca;76109;Buenaventura;90;Enero - Septiembre;2023
23;Córdoba;23079;Buenavista;2;Enero - Septiembre;2023
70;Sucre;70110;Buenavista;2;Enero - Septiembre;2023
19;Cauca;19110;Buenos Aires;15;Enero - Septiembre;2023
52;Nariño;52110;Buesaco;3;Enero - Septiembre;2023
76;Valle del Cauca;76113;Bugalagrande;16;Enero - Septiembre;2023
5;Antioquia;5113;Buriticá;5;Enero - Septiembre;2023
5;Antioquia;5120;Cáceres;14;Enero - Septiembre;2023
25;Cundinamarca;25123;Cachipay;3;Enero - Septiembre;2023
5;Antioquia;5125;Caicedo;2;Enero - Septiembre;2023
76;Valle del Cauca;76122;Caicedonia;17;Enero - Septiembre;2023
19;Cauca;19130;Cajibío;15;Enero - Septiembre;2023
25;Cundinamarca;25126;Cajicá;5;Enero - Septiembre;2023
13;Bolívar;13140;Calamar;3;Enero - Septiembre;2023
95;Guaviare;95015;Calamar;9;Enero - Septiembre;2023
63;Quindio;63130;Calarcá;16;Enero - Septiembre;2023
5;Antioquia;5129;Caldas;22;Enero - Septiembre;2023
15;Boyacá;15131;Caldas;1;Enero - Septiembre;2023
19;Cauca;19137;Caldono;8;Enero - Septiembre;2023
76;Valle del Cauca;76001;Cali;756;Enero - Septiembre;2023
76;Valle del Cauca;76126;Calima;4;Enero - Septiembre;2023
19;Cauca;19142;Caloto;28;Enero - Septiembre;2023
5;Antioquia;5134;Campamento;9;Enero - Septiembre;2023
8;Atlántico;8137;Campo de La Cruz;1;Enero - Septiembre;2023
41;Huila;41132;Campoalegre;19;Enero - Septiembre;2023
8;Atlántico;8141;Candelaria;1;Enero - Septiembre;2023
76;Valle del Cauca;76130;Candelaria;42;Enero - Septiembre;2023
13;Bolívar;13160;Cantagallo;2;Enero - Septiembre;2023
5;Antioquia;5138;Cañasgordas;4;Enero - Septiembre;2023
25;Cundinamarca;25148;Caparrapí;1;Enero - Septiembre;2023
5;Antioquia;5147;Carepa;15;Enero - Septiembre;2023
73;Tolima;73148;Carmen de Apicalá;2;Enero - Septiembre;2023
27;Chocó;27150;Carmen del Darién;3;Enero - Septiembre;2023
13;Bolívar;13001;Cartagena de Indias;270;Enero - Septiembre;2023
18;Caquetá;18150;Cartagena del Chairá;13;Enero - Septiembre;2023
76;Valle del Cauca;76147;Cartago;83;Enero - Septiembre;2023
73;Tolima;73152;Casabianca;3;Enero - Septiembre;2023
50;Meta;50150;Castilla la Nueva;1;Enero - Septiembre;2023
5;Antioquia;5154;Caucasia;28;Enero - Septiembre;2023
23;Córdoba;23162;Cereté;24;Enero - Septiembre;2023
27;Chocó;27160;Cértegui;1;Enero - Septiembre;2023
52;Nariño;52240;Chachagüí;1;Enero - Septiembre;2023
73;Tolima;73168;Chaparral;9;Enero - Septiembre;2023
25;Cundinamarca;25175;Chía;2;Enero - Septiembre;2023
47;Magdalena;47170;Chibolo;1;Enero - Septiembre;2023
5;Antioquia;5172;Chigorodó;29;Enero - Septiembre;2023
23;Córdoba;23168;Chimá;2;Enero - Septiembre;2023
20;Cesar;20175;Chimichagua;3;Enero - Septiembre;2023
54;Norte de Santander;54172;Chinácota;1;Enero - Septiembre;2023
17;Caldas;17174;Chinchiná;2;Enero - Septiembre;2023
23;Córdoba;23182;Chinú;17;Enero - Septiembre;2023
25;Cundinamarca;25178;Chipaque;1;Enero - Septiembre;2023
15;Boyacá;15176;Chiquinquirá;3;Enero - Septiembre;2023
20;Cesar;20178;Chiriguaná;13;Enero - Septiembre;2023
54;Norte de Santander;54174;Chitagá;2;Enero - Septiembre;2023
25;Cundinamarca;25183;Chocontá;1;Enero - Septiembre;2023
13;Bolívar;13188;Cicuco;2;Enero - Septiembre;2023
47;Magdalena;47189;Ciénaga;49;Enero - Septiembre;2023
23;Córdoba;23189;Ciénaga de Oro;17;Enero - Septiembre;2023
68;Santander;68190;Cimitarra;4;Enero - Septiembre;2023
63;Quindio;63190;Circasia;6;Enero - Septiembre;2023
5;Antioquia;5190;Cisneros;4;Enero - Septiembre;2023
5;Antioquia;5101;Ciudad Bolívar;16;Enero - Septiembre;2023
13;Bolívar;13222;Clemencia;2;Enero - Septiembre;2023
5;Antioquia;5197;Cocorná;5;Enero - Septiembre;2023
73;Tolima;73200;Coello;1;Enero - Septiembre;2023
25;Cundinamarca;25200;Cogua;1;Enero - Septiembre;2023
70;Sucre;70204;Coloso;2;Enero - Septiembre;2023
15;Boyacá;15204;Cómbita;1;Enero - Septiembre;2023
5;Antioquia;5206;Concepción;1;Enero - Septiembre;2023
5;Antioquia;5209;Concordia;10;Enero - Septiembre;2023
47;Magdalena;47205;Concordia;2;Enero - Septiembre;2023
27;Chocó;27205;Condoto;2;Enero - Septiembre;2023
54;Norte de Santander;54206;Convención;9;Enero - Septiembre;2023
5;Antioquia;5212;Copacabana;15;Enero - Septiembre;2023
13;Bolívar;13212;Córdoba;1;Enero - Septiembre;2023
52;Nariño;52215;Córdoba;2;Enero - Septiembre;2023
19;Cauca;19212;Corinto;36;Enero - Septiembre;2023
68;Santander;68217;Coromoro;1;Enero - Septiembre;2023
70;Sucre;70215;Corozal;20;Enero - Septiembre;2023
25;Cundinamarca;25214;Cota;2;Enero - Septiembre;2023
23;Córdoba;23300;Cotorra;3;Enero - Septiembre;2023
70;Sucre;70221;Coveñas;7;Enero - Septiembre;2023
73;Tolima;73217;Coyaima;5;Enero - Septiembre;2023
52;Nariño;52224;Cuaspud Carlosama;3;Enero - Septiembre;2023
15;Boyacá;15223;Cubará;3;Enero - Septiembre;2023
50;Meta;50223;Cubarral;1;Enero - Septiembre;2023
99;Vichada;99773;Cumaribo;3;Enero - Septiembre;2023
52;Nariño;52233;Cumbitara;5;Enero - Septiembre;2023
73;Tolima;73226;Cunday;2;Enero - Septiembre;2023
