div_dpto;departamento;div_mun;municipio;casos;mes;ano
47;Magdalena;47001;Santa Marta;130;Enero - Septiembre;2023
13;Bolívar;13683;Santa Rosa;11;Enero - Septiembre;2023
66;Risaralda;66682;Santa Rosa de Cabal;18;Enero - Septiembre;2023
5;Antioquia;5686;Santa Rosa de Osos;10;Enero - Septiembre;2023
13;Bolívar;13688;Santa Rosa del Sur;18;Enero - Septiembre;2023
99;Vichada;99624;Santa Rosalía;1;Enero - Septiembre;2023
52;Nariño;52699;Santacruz;1;Enero - Septiembre;2023
5;Antioquia;5042;Santafé de Antioquia;10;Enero - Septiembre;2023
15;Boyacá;15686;Santana;1;Enero - Septiembre;2023
19;Cauca;19698;Santander de Quilichao;96;Enero - Septiembre;2023
86;Putumayo;86760;Santiago;1;Enero - Septiembre;2023
70;Sucre;70820;Santiago de Tolú;16;Enero - Septiembre;2023
5;Antioquia;5690;Santo Domingo;3;Enero - Septiembre;2023
8;Atlántico;8685;Santo Tomás;4;Enero - Septiembre;2023
66;Risaralda;66687;Santuario;6;Enero - Septiembre;2023
52;Nariño;52720;Sapuyes;2;Enero - Septiembre;2023
81;Arauca;81736;Saravena;24;Enero - Septiembre;2023
54;Norte de Santander;54720;Sardinata;5;Enero - Septiembre;2023
25;Cundinamarca;25718;Sasaima;1;Enero - Septiembre;2023
15;Boyacá;15720;Sativanorte;1;Enero - Septiembre;2023
5;Antioquia;5736;Segovia;32;Enero - Septiembre;2023
25;Cundinamarca;25736;Sesquilé;1;Enero - Septiembre;2023
76;Valle del Cauca;76736;Sevilla;17;Enero - Septiembre;2023
25;Cundinamarca;25740;Sibaté;2;Enero - Septiembre;2023
25;Cundinamarca;25743;Silvania;1;Enero - Septiembre;2023
19;Cauca;19743;Silvia;5;Enero - Septiembre;2023
13;Bolívar;13744;Simití;14;Enero - Septiembre;2023
70;Sucre;70001;Sincelejo;116;Enero - Septiembre;2023
27;Chocó;27745;Sipí;3;Enero - Septiembre;2023
47;Magdalena;47745;Sitionuevo;2;Enero - Septiembre;2023
25;Cundinamarca;25754;Soacha;104;Enero - Septiembre;2023
15;Boyacá;15755;Socotá;1;Enero - Septiembre;2023
15;Boyacá;15759;Sogamoso;6;Enero - Septiembre;2023
18;Caquetá;18756;Solano;1;Enero - Septiembre;2023
8;Atlántico;8758;Soledad;172;Enero - Septiembre;2023
5;Antioquia;5756;Sonsón;7;Enero - Septiembre;2023
5;Antioquia;5761;Sopetrán;6;Enero - Septiembre;2023
25;Cundinamarca;25758;Sopó;1;Enero - Septiembre;2023
15;Boyacá;15764;Soracá;1;Enero - Septiembre;2023
19;Cauca;19760;Sotará Paispamba;3;Enero - Septiembre;2023
19;Cauca;19780;Suárez;16;Enero - Septiembre;2023
41;Huila;41770;Suaza;8;Enero - Septiembre;2023
25;Cundinamarca;25769;Subachoque;1;Enero - Septiembre;2023
19;Cauca;19785;Sucre;6;Enero - Septiembre;2023
70;Sucre;70771;Sucre;1;Enero - Septiembre;2023
25;Cundinamarca;25772;Suesca;2;Enero - Septiembre;2023
17;Caldas;17777;Supía;2;Enero - Septiembre;2023
15;Boyacá;15776;Sutamarchán;2;Enero - Septiembre;2023
25;Cundinamarca;25781;Sutatausa;1;Enero - Septiembre;2023
27;Chocó;27787;Tadó;2;Enero - Septiembre;2023
20;Cesar;20787;Tamalameque;5;Enero - Septiembre;2023
81;Arauca;81794;Tame;33;Enero - Septiembre;2023
5;Antioquia;5789;Támesis;3;Enero - Septiembre;2023
52;Nariño;52786;Taminango;8;Enero - Septiembre;2023
91;Amazonas;91798;Tarapacá (CD);1;Enero - Septiembre;2023
5;Antioquia;5790;Tarazá;9;Enero - Septiembre;2023
41;Huila;41791;Tarqui;3;Enero - Septiembre;2023
5;Antioquia;5792;Tarso;1;Enero - Septiembre;2023
85;Casanare;85410;Tauramena;2;Enero - Septiembre;2023
41;Huila;41799;Tello;9;Enero - Septiembre;2023
25;Cundinamarca;25797;Tena;1;Enero - Septiembre;2023
47;Magdalena;47798;Tenerife;3;Enero - Septiembre;2023
54;Norte de Santander;54800;Teorama;1;Enero - Septiembre;2023
41;Huila;41801;Teruel;5;Enero - Septiembre;2023
54;Norte de Santander;54810;Tibú;28;Enero - Septiembre;2023
23;Córdoba;23807;Tierralta;16;Enero - Septiembre;2023
41;Huila;41807;Timaná;2;Enero - Septiembre;2023
19;Cauca;19807;Timbío;1;Enero - Septiembre;2023
19;Cauca;19809;Timbiquí;2;Enero - Septiembre;2023
13;Bolívar;13810;Tiquisio;3;Enero - Septiembre;2023
5;Antioquia;5809;Titiribí;6;Enero - Septiembre;2023
25;Cundinamarca;25815;Tocaima;2;Enero - Septiembre;2023
25;Cundinamarca;25817;Tocancipá;2;Enero - Septiembre;2023
5;Antioquia;5819;Toledo;1;Enero - Septiembre;2023
54;Norte de Santander;54820;Toledo;1;Enero - Septiembre;2023
70;Sucre;70823;Tolú Viejo;12;Enero - Septiembre;2023
19;Cauca;19821;Toribío;9;Enero - Septiembre;2023
76;Valle del Cauca;76823;Toro;12;Enero - Septiembre;2023
19;Cauca;19824;Totoró;4;Enero - Septiembre;2023
76;Valle del Cauca;76828;Trujillo;9;Enero - Septiembre;2023
8;Atlántico;8832;Tubará;2;Enero - Septiembre;2023
23;Córdoba;23815;Tuchín;1;Enero - Septiembre;2023
76;Valle del Cauca;76834;Tuluá;94;Enero - Septiembre;2023
15;Boyacá;15001;Tunja;6;Enero - Septiembre;2023
52;Nariño;52838;Túquerres;5;Enero - Septiembre;2023
13;Bolívar;13836;Turbaco;16;Enero - Septiembre;2023
13;Bolívar;13838;Turbaná;3;Enero - Septiembre;2023
5;Antioquia;5837;Turbo;36;Enero - Septiembre;2023
76;Valle del Cauca;76845;Ulloa;1;Enero - Septiembre;2023
27;Chocó;27800;Unguía;2;Enero - Septiembre;2023
5;Antioquia;5842;Uramita;1;Enero - Septiembre;2023
50;Meta;50370;Uribe;2;Enero - Septiembre;2023
44;La Guajira;44847;Uribia;6;Enero - Septiembre;2023
5;Antioquia;5847;Urrao;23;Enero - Septiembre;2023
44;La Guajira;44855;Urumita;1;Enero - Septiembre;2023
25;Cundinamarca;25851;Útica;1;Enero - Septiembre;2023
5;Antioquia;5854;Valdivia;6;Enero - Septiembre;2023
23;Córdoba;23855;Valencia;3;Enero - Septiembre;2023
68;Santander;68855;Valle de San José;1;Enero - Septiembre;2023
73;Tolima;73854;Valle de San Juan;2;Enero - Septiembre;2023
86;Putumayo;86865;Valle del Guamuez;28;Enero - Septiembre;2023
20;Cesar;20001;Valledupar;101;Enero - Septiembre;2023
18;Caquetá;18860;Valparaíso;1;Enero - Septiembre;2023
5;Antioquia;5858;Vegachí;2;Enero - Septiembre;2023
68;Santander;68861;Vélez;2;Enero - Septiembre;2023
73;Tolima;73861;Venadillo;2;Enero - Septiembre;2023
5;Antioquia;5861;Venecia;11;Enero - Septiembre;2023
25;Cundinamarca;25862;Vergara;1;Enero - Septiembre;2023
76;Valle del Cauca;76863;Versalles;2;Enero - Septiembre;2023
25;Cundinamarca;25867;Vianí;1;Enero - Septiembre;2023
17;Caldas;17867;Victoria;2;Enero - Septiembre;2023
15;Boyacá;15407;Villa de Leyva;1;Enero - Septiembre;2023
25;Cundinamarca;25843;Villa de San Diego de Ubaté;3;Enero - Septiembre;2023
54;Norte de Santander;54874;Villa del Rosario;39;Enero - Septiembre;2023
19;Cauca;19845;Villa Rica;13;Enero - Septiembre;2023
86;Putumayo;86885;Villagarzón;8;Enero - Septiembre;2023
73;Tolima;73870;Villahermosa;2;Enero - Septiembre;2023
17;Caldas;17873;Villamaría;2;Enero - Septiembre;2023
13;Bolívar;13873;Villanueva;7;Enero - Septiembre;2023
44;La Guajira;44874;Villanueva;4;Enero - Septiembre;2023
85;Casanare;85440;Villanueva;5;Enero - Septiembre;2023
50;Meta;50001;Villavicencio;85;Enero - Septiembre;2023
41;Huila;41872;Villavieja;3;Enero - Septiembre;2023
25;Cundinamarca;25875;Villeta;3;Enero - Septiembre;2023
25;Cundinamarca;25878;Viotá;4;Enero - Septiembre;2023
15;Boyacá;15879;Viracachá;1;Enero - Septiembre;2023
50;Meta;50711;Vistahermosa;4;Enero - Septiembre;2023
17;Caldas;17877;Viterbo;3;Enero - Septiembre;2023
25;Cundinamarca;25885;Yacopí;1;Enero - Septiembre;2023
52;Nariño;52885;Yacuanquer;2;Enero - Septiembre;2023
5;Antioquia;5885;Yalí;8;Enero - Septiembre;2023
5;Antioquia;5887;Yarumal;19;Enero - Septiembre;2023
5;Antioquia;5890;Yolombó;14;Enero - Septiembre;2023
5;Antioquia;5893;Yondó;13;Enero - Septiembre;2023
85;Casanare;85001;Yopal;17;Enero - Septiembre;2023
76;Valle del Cauca;76890;Yotoco;5;Enero - Septiembre;2023
76;Valle del Cauca;76892;Yumbo;42;Enero - Septiembre;2023
13;Bolívar;13894;Zambrano;2;Enero - Septiembre;2023
47;Magdalena;47960;Zapayán;2;Enero - Septiembre;2023
5;Antioquia;5895;Zaragoza;7;Enero - Septiembre;2023
76;Valle del Cauca;76895;Zarzal;10;Enero - Septiembre;2023
25;Cundinamarca;25899;Zipaquirá;5;Enero - Septiembre;2023
47;Magdalena;47980;Zona Bananera;65;Enero - Septiembre;2023
5;Antioquia;5004;Abriaquí;0;Enero - Septiembre;2023
13;Bolívar;13006;Achí;0;Enero - Septiembre;2023
41;Huila;41013;Agrado;0;Enero - Septiembre;2023
68;Santander;68013;Aguada;0;Enero - Septiembre;2023
25;Cundinamarca;25019;Albán;0;Enero - Septiembre;2023
18;Caquetá;18029;Albania;0;Enero - Septiembre;2023
68;Santander;68020;Albania;0;Enero - Septiembre;2023
52;Nariño;52022;Aldana;0;Enero - Septiembre;2023
15;Boyacá;15022;Almeida;0;Enero - Septiembre;2023
73;Tolima;73024;Alpujarra;0;Enero - Septiembre;2023
27;Chocó;27025;Alto Baudó;0;Enero - Septiembre;2023
13;Bolívar;13030;Altos del Rosario;0;Enero - Septiembre;2023
25;Cundinamarca;25035;Anapoima;0;Enero - Septiembre;2023
68;Santander;68051;Aratoca;0;Enero - Septiembre;2023
25;Cundinamarca;25053;Arbeláez;0;Enero - Septiembre;2023
54;Norte de Santander;54051;Arboledas;0;Enero - Septiembre;2023
5;Antioquia;5051;Arboletes;0;Enero - Septiembre;2023
15;Boyacá;15051;Arcabuco;0;Enero - Septiembre;2023
27;Chocó;27050;Atrato;0;Enero - Septiembre;2023
27;Chocó;27073;Bagadó;0;Enero - Septiembre;2023
41;Huila;41885;Yaguará;0;Enero - Septiembre;2023
66;Risaralda;66075;Balboa;0;Enero - Septiembre;2023
68;Santander;68079;Barichara;0;Enero - Septiembre;2023
94;Guainía;94343;Barrancominas;0;Enero - Septiembre;2023
52;Nariño;52083;Belén;0;Enero - Septiembre;2023
25;Cundinamarca;25086;Beltrán;0;Enero - Septiembre;2023
15;Boyacá;15090;Berbeo;0;Enero - Septiembre;2023
15;Boyacá;15092;Betéitiva;0;Enero - Septiembre;2023
68;Santander;68092;Betulia;0;Enero - Septiembre;2023
25;Cundinamarca;25095;Bituima;0;Enero - Septiembre;2023
25;Cundinamarca;25099;Bojacá;0;Enero - Septiembre;2023
27;Chocó;27099;Bojayá;0;Enero - Septiembre;2023
68;Santander;68101;Bolívar;0;Enero - Septiembre;2023
15;Boyacá;15104;Boyacá;0;Enero - Septiembre;2023
15;Boyacá;15106;Briceño;0;Enero - Septiembre;2023
54;Norte de Santander;54109;Bucarasica;0;Enero - Septiembre;2023
15;Boyacá;15109;Buenavista;0;Enero - Septiembre;2023
63;Quindio;63111;Buenavista;0;Enero - Septiembre;2023
15;Boyacá;15114;Busbanzá;0;Enero - Septiembre;2023
25;Cundinamarca;25120;Cabrera;0;Enero - Septiembre;2023
68;Santander;68121;Cabrera;0;Enero - Septiembre;2023
50;Meta;50124;Cabuyaro;0;Enero - Septiembre;2023
94;Guainía;94886;Cacahual (CD);0;Enero - Septiembre;2023
54;Norte de Santander;54128;Cáchira;0;Enero - Septiembre;2023
54;Norte de Santander;54125;Cácota;0;Enero - Septiembre;2023
70;Sucre;70124;Caimito;0;Enero - Septiembre;2023
73;Tolima;73124;Cajamarca;0;Enero - Septiembre;2023
68;Santander;68132;California;0;Enero - Septiembre;2023
15;Boyacá;15135;Campohermoso;0;Enero - Septiembre;2023
23;Córdoba;23090;Canalete;0;Enero - Septiembre;2023
68;Santander;68147;Capitanejo;0;Enero - Septiembre;2023
25;Cundinamarca;25151;Cáqueza;0;Enero - Septiembre;2023
5;Antioquia;5142;Caracolí;0;Enero - Septiembre;2023
5;Antioquia;5145;Caramanta;0;Enero - Septiembre;2023
68;Santander;68152;Carcasí;0;Enero - Septiembre;2023
25;Cundinamarca;25154;Carmen de Carupa;0;Enero - Septiembre;2023
5;Antioquia;5150;Carolina;0;Enero - Septiembre;2023
97;Vaupés;97161;Carurú;0;Enero - Septiembre;2023
68;Santander;68160;Cepitá;0;Enero - Septiembre;2023
15;Boyacá;15162;Cerinza;0;Enero - Septiembre;2023
68;Santander;68162;Cerrito;0;Enero - Septiembre;2023
47;Magdalena;47161;Cerro de San Antonio;0;Enero - Septiembre;2023
25;Cundinamarca;25168;Chaguaní;0;Enero - Septiembre;2023
70;Sucre;70230;Chalán;0;Enero - Septiembre;2023
85;Casanare;85015;Chámeza;0;Enero - Septiembre;2023
68;Santander;68167;Charalá;0;Enero - Septiembre;2023
68;Santander;68169;Charta;0;Enero - Septiembre;2023
68;Santander;68176;Chimá;0;Enero - Septiembre;2023
15;Boyacá;15172;Chinavita;0;Enero - Septiembre;2023
68;Santander;68179;Chipatá;0;Enero - Septiembre;2023
15;Boyacá;15232;Chíquiza;0;Enero - Septiembre;2023
15;Boyacá;15180;Chiscas;0;Enero - Septiembre;2023
15;Boyacá;15183;Chita;0;Enero - Septiembre;2023
15;Boyacá;15185;Chitaraque;0;Enero - Septiembre;2023
15;Boyacá;15187;Chivatá;0;Enero - Septiembre;2023
15;Boyacá;15236;Chivor;0;Enero - Septiembre;2023
25;Cundinamarca;25181;Choachí;0;Enero - Septiembre;2023
15;Boyacá;15189;Ciénega;0;Enero - Septiembre;2023
41;Huila;41206;Colombia;0;Enero - Septiembre;2023
52;Nariño;52203;Colón;0;Enero - Septiembre;2023
86;Putumayo;86219;Colón;0;Enero - Septiembre;2023
68;Santander;68207;Concepción;0;Enero - Septiembre;2023
68;Santander;68209;Confines;0;Enero - Septiembre;2023
52;Nariño;52207;Consacá;0;Enero - Septiembre;2023
52;Nariño;52210;Contadero;0;Enero - Septiembre;2023
68;Santander;68211;Contratación;0;Enero - Septiembre;2023
15;Boyacá;15212;Coper;0;Enero - Septiembre;2023
63;Quindio;63212;Córdoba;0;Enero - Septiembre;2023
15;Boyacá;15215;Corrales;0;Enero - Septiembre;2023
15;Boyacá;15218;Covarachía;0;Enero - Septiembre;2023
81;Arauca;81220;Cravo Norte;0;Enero - Septiembre;2023
15;Boyacá;15224;Cucaita;0;Enero - Septiembre;2023
25;Cundinamarca;25224;Cucunubá;0;Enero - Septiembre;2023
54;Norte de Santander;54223;Cucutilla;0;Enero - Septiembre;2023
15;Boyacá;15226;Cuítiva;0;Enero - Septiembre;2023
50;Meta;50226;Cumaral;0;Enero - Septiembre;2023
52;Nariño;52227;Cumbal;0;Enero - Septiembre;2023
44;La Guajira;44098;Distracción;0;Enero - Septiembre;2023
50;Meta;50245;El Calvario;0;Enero - Septiembre;2023
27;Chocó;27135;El Cantón del San Pablo;0;Enero - Septiembre;2023
50;Meta;50251;El Castillo;0;Enero - Septiembre;2023
15;Boyacá;15244;El Cocuy;0;Enero - Septiembre;2023
25;Cundinamarca;25245;El Colegio;0;Enero - Septiembre;2023
50;Meta;50270;El Dorado;0;Enero - Septiembre;2023
91;Amazonas;91263;El Encanto (CD);0;Enero - Septiembre;2023
15;Boyacá;15248;El Espino;0;Enero - Septiembre;2023
68;Santander;68245;El Guacamayo;0;Enero - Septiembre;2023
13;Bolívar;13248;El Guamo;0;Enero - Septiembre;2023
27;Chocó;27250;El Litoral del San Juan;0;Enero - Septiembre;2023
44;La Guajira;44110;El Molino;0;Enero - Septiembre;2023
13;Bolívar;13268;El Peñón;0;Enero - Septiembre;2023
68;Santander;68255;El Playón;0;Enero - Septiembre;2023
52;Nariño;52258;El Tablón de Gómez;0;Enero - Septiembre;2023
41;Huila;41244;Elías;0;Enero - Septiembre;2023
68;Santander;68264;Encino;0;Enero - Septiembre;2023
17;Caldas;17272;Filadelfia;0;Enero - Septiembre;2023
63;Quindio;63272;Filandia;0;Enero - Septiembre;2023
15;Boyacá;15272;Firavitoba;0;Enero - Septiembre;2023
15;Boyacá;15276;Floresta;0;Enero - Septiembre;2023
68;Santander;68271;Florián;0;Enero - Septiembre;2023
25;Cundinamarca;25279;Fómeque;0;Enero - Septiembre;2023
25;Cundinamarca;25281;Fosca;0;Enero - Septiembre;2023
52;Nariño;52287;Funes;0;Enero - Septiembre;2023
25;Cundinamarca;25288;Fúquene;0;Enero - Septiembre;2023
25;Cundinamarca;25293;Gachalá;0;Enero - Septiembre;2023
25;Cundinamarca;25297;Gachetá;0;Enero - Septiembre;2023
68;Santander;68296;Galán;0;Enero - Septiembre;2023
25;Cundinamarca;25299;Gama;0;Enero - Septiembre;2023
68;Santander;68298;Gámbita;0;Enero - Septiembre;2023
15;Boyacá;15296;Gámeza;0;Enero - Septiembre;2023
54;Norte de Santander;54313;Gramalote;0;Enero - Septiembre;2023
25;Cundinamarca;25312;Granada;0;Enero - Septiembre;2023
68;Santander;68318;Guaca;0;Enero - Septiembre;2023
15;Boyacá;15317;Guacamayas;0;Enero - Septiembre;2023
25;Cundinamarca;25317;Guachetá;0;Enero - Septiembre;2023
68;Santander;68320;Guadalupe;0;Enero - Septiembre;2023
52;Nariño;52320;Guaitarilla;0;Enero - Septiembre;2023
68;Santander;68322;Guapotá;0;Enero - Septiembre;2023
25;Cundinamarca;25322;Guasca;0;Enero - Septiembre;2023
5;Antioquia;5321;Guatapé;0;Enero - Septiembre;2023
25;Cundinamarca;25326;Guatavita;0;Enero - Septiembre;2023
15;Boyacá;15322;Guateque;0;Enero - Septiembre;2023
66;Risaralda;66318;Guática;0;Enero - Septiembre;2023
68;Santander;68324;Guavatá;0;Enero - Septiembre;2023
25;Cundinamarca;25335;Guayabetal;0;Enero - Septiembre;2023
15;Boyacá;15325;Guayatá;0;Enero - Septiembre;2023
68;Santander;68327;Güepsa;0;Enero - Septiembre;2023
25;Cundinamarca;25339;Gutiérrez;0;Enero - Septiembre;2023
54;Norte de Santander;54344;Hacarí;0;Enero - Septiembre;2023
68;Santander;68344;Hato;0;Enero - Septiembre;2023
85;Casanare;85125;Hato Corozal;0;Enero - Septiembre;2023
44;La Guajira;44378;Hatonuevo;0;Enero - Septiembre;2023
54;Norte de Santander;54347;Herrán;0;Enero - Septiembre;2023
52;Nariño;52352;Iles;0;Enero - Septiembre;2023
52;Nariño;52354;Imués;0;Enero - Septiembre;2023
94;Guainía;94001;Inírida;0;Enero - Septiembre;2023
15;Boyacá;15362;Iza;0;Enero - Septiembre;2023
15;Boyacá;15367;Jenesano;0;Enero - Septiembre;2023
15;Boyacá;15368;Jericó;0;Enero - Septiembre;2023
25;Cundinamarca;25368;Jerusalén;0;Enero - Septiembre;2023
68;Santander;68370;Jordán;0;Enero - Septiembre;2023
25;Cundinamarca;25372;Junín;0;Enero - Septiembre;2023
27;Chocó;27372;Juradó;0;Enero - Septiembre;2023
68;Santander;68377;La Belleza;0;Enero - Septiembre;2023
15;Boyacá;15380;La Capilla;0;Enero - Septiembre;2023
91;Amazonas;91405;La Chorrera (CD);0;Enero - Septiembre;2023
52;Nariño;52381;La Florida;0;Enero - Septiembre;2023
94;Guainía;94885;La Guadalupe (CD);0;Enero - Septiembre;2023
25;Cundinamarca;25394;La Palma;0;Enero - Septiembre;2023
91;Amazonas;91407;La Pedrera (CD);0;Enero - Septiembre;2023
25;Cundinamarca;25398;La Peña;0;Enero - Septiembre;2023
85;Casanare;85136;La Salina;0;Enero - Septiembre;2023
52;Nariño;52390;La Tola;0;Enero - Septiembre;2023
15;Boyacá;15403;La Uvita;0;Enero - Septiembre;2023
15;Boyacá;15401;La Victoria;0;Enero - Septiembre;2023
91;Amazonas;91430;La Victoria (CD);0;Enero - Septiembre;2023
54;Norte de Santander;54377;Labateca;0;Enero - Septiembre;2023
15;Boyacá;15377;Labranzagrande;0;Enero - Septiembre;2023
50;Meta;50400;Lejanías;0;Enero - Septiembre;2023
25;Cundinamarca;25407;Lenguazaque;0;Enero - Septiembre;2023
52;Nariño;52418;Los Andes;0;Enero - Septiembre;2023
68;Santander;68418;Los Santos;0;Enero - Septiembre;2023
54;Norte de Santander;54418;Lourdes;0;Enero - Septiembre;2023
15;Boyacá;15425;Macanal;0;Enero - Septiembre;2023
68;Santander;68425;Macaravita;0;Enero - Septiembre;2023
25;Cundinamarca;25426;Machetá;0;Enero - Septiembre;2023
68;Santander;68432;Málaga;0;Enero - Septiembre;2023
8;Atlántico;8436;Manatí;0;Enero - Septiembre;2023
20;Cesar;20443;Manaure Balcón del Cesar;0;Enero - Septiembre;2023
25;Cundinamarca;25436;Manta;0;Enero - Septiembre;2023
94;Guainía;94663;Mapiripana (CD);0;Enero - Septiembre;2023
68;Santander;68444;Matanza;0;Enero - Septiembre;2023
25;Cundinamarca;25438;Medina;0;Enero - Septiembre;2023
27;Chocó;27425;Medio Atrato;0;Enero - Septiembre;2023
27;Chocó;27430;Medio Baudó;0;Enero - Septiembre;2023
18;Caquetá;18460;Milán;0;Enero - Septiembre;2023
15;Boyacá;15455;Miraflores;0;Enero - Septiembre;2023
91;Amazonas;91460;Miriti - Paraná (CD);0;Enero - Septiembre;2023
97;Vaupés;97001;Mitú;0;Enero - Septiembre;2023
68;Santander;68468;Molagavita;0;Enero - Septiembre;2023
15;Boyacá;15464;Mongua;0;Enero - Septiembre;2023
15;Boyacá;15466;Monguí;0;Enero - Septiembre;2023
5;Antioquia;5467;Montebello;0;Enero - Septiembre;2023
94;Guainía;94888;Morichal (CD);0;Enero - Septiembre;2023
15;Boyacá;15476;Motavita;0;Enero - Septiembre;2023
5;Antioquia;5475;Murindó;0;Enero - Septiembre;2023
54;Norte de Santander;54480;Mutiscua;0;Enero - Septiembre;2023
25;Cundinamarca;25483;Nariño;0;Enero - Septiembre;2023
52;Nariño;52480;Nariño;0;Enero - Septiembre;2023
17;Caldas;17486;Neira;0;Enero - Septiembre;2023
25;Cundinamarca;25486;Nemocón;0;Enero - Septiembre;2023
25;Cundinamarca;25489;Nimaima;0;Enero - Septiembre;2023
17;Caldas;17495;Norcasia;0;Enero - Septiembre;2023
15;Boyacá;15494;Nuevo Colón;0;Enero - Septiembre;2023
68;Santander;68498;Ocamonte;0;Enero - Septiembre;2023
68;Santander;68500;Oiba;0;Enero - Septiembre;2023
68;Santander;68502;Onzaga;0;Enero - Septiembre;2023
15;Boyacá;15511;Pachavita;0;Enero - Septiembre;2023
97;Vaupés;97511;Pacoa (CD);0;Enero - Septiembre;2023
15;Boyacá;15514;Páez;0;Enero - Septiembre;2023
15;Boyacá;15516;Paipa;0;Enero - Septiembre;2023
15;Boyacá;15518;Pajarito;0;Enero - Septiembre;2023
41;Huila;41530;Palestina;0;Enero - Septiembre;2023
68;Santander;68522;Palmar;0;Enero - Septiembre;2023
68;Santander;68524;Palmas del Socorro;0;Enero - Septiembre;2023
94;Guainía;94887;Pana Pana (CD);0;Enero - Septiembre;2023
15;Boyacá;15522;Panqueba;0;Enero - Septiembre;2023
97;Vaupés;97777;Papunahua (CD);0;Enero - Septiembre;2023
68;Santander;68533;Páramo;0;Enero - Septiembre;2023
15;Boyacá;15533;Paya;0;Enero - Septiembre;2023
15;Boyacá;15537;Paz de Río;0;Enero - Septiembre;2023
47;Magdalena;47541;Pedraza;0;Enero - Septiembre;2023
73;Tolima;73547;Piedras;0;Enero - Septiembre;2023
68;Santander;68549;Pinchote;0;Enero - Septiembre;2023
15;Boyacá;15550;Pisba;0;Enero - Septiembre;2023
88;Archipiélago de San Andrés;88564;Providencia;0;Enero - Septiembre;2023
20;Cesar;20570;Pueblo Bello;0;Enero - Septiembre;2023
66;Risaralda;66572;Pueblo Rico;0;Enero - Septiembre;2023
68;Santander;68572;Puente Nacional;0;Enero - Septiembre;2023
52;Nariño;52573;Puerres;0;Enero - Septiembre;2023
91;Amazonas;91530;Puerto Alegría (CD);0;Enero - Septiembre;2023
91;Amazonas;91536;Puerto Arica (CD);0;Enero - Septiembre;2023
94;Guainía;94884;Puerto Colombia (CD);0;Enero - Septiembre;2023
91;Amazonas;91540;Puerto Nariño;0;Enero - Septiembre;2023
68;Santander;68573;Puerto Parra;0;Enero - Septiembre;2023
91;Amazonas;91669;Puerto Santander (CD);0;Enero - Septiembre;2023
25;Cundinamarca;25580;Pulí;0;Enero - Septiembre;2023
19;Cauca;19585;Puracé;0;Enero - Septiembre;2023
25;Cundinamarca;25592;Quebradanegra;0;Enero - Septiembre;2023
25;Cundinamarca;25594;Quetame;0;Enero - Septiembre;2023
54;Norte de Santander;54599;Ragonvalia;0;Enero - Septiembre;2023
15;Boyacá;15599;Ramiriquí;0;Enero - Septiembre;2023
15;Boyacá;15600;Ráquira;0;Enero - Septiembre;2023
85;Casanare;85279;Recetor;0;Enero - Septiembre;2023
5;Antioquia;5607;Retiro;0;Enero - Septiembre;2023
25;Cundinamarca;25612;Ricaurte;0;Enero - Septiembre;2023
17;Caldas;17616;Risaralda;0;Enero - Septiembre;2023
73;Tolima;73622;Roncesvalles;0;Enero - Septiembre;2023
15;Boyacá;15621;Rondón;0;Enero - Septiembre;2023
85;Casanare;85300;Sabanalarga;0;Enero - Septiembre;2023
47;Magdalena;47660;Sabanas de San Ángel;0;Enero - Septiembre;2023
15;Boyacá;15632;Saboyá;0;Enero - Septiembre;2023
85;Casanare;85315;Sácama;0;Enero - Septiembre;2023
15;Boyacá;15638;Sáchica;0;Enero - Septiembre;2023
41;Huila;41660;Saladoblanco;0;Enero - Septiembre;2023
25;Cundinamarca;25645;San Antonio del Tequendama;0;Enero - Septiembre;2023
25;Cundinamarca;25649;San Bernardo;0;Enero - Septiembre;2023
52;Nariño;52685;San Bernardo;0;Enero - Septiembre;2023
25;Cundinamarca;25653;San Cayetano;0;Enero - Septiembre;2023
13;Bolívar;13620;San Cristóbal;0;Enero - Septiembre;2023
15;Boyacá;15660;San Eduardo;0;Enero - Septiembre;2023
94;Guainía;94883;San Felipe (CD);0;Enero - Septiembre;2023
25;Cundinamarca;25658;San Francisco;0;Enero - Septiembre;2023
86;Putumayo;86755;San Francisco;0;Enero - Septiembre;2023
17;Caldas;17665;San José;0;Enero - Septiembre;2023
5;Antioquia;5658;San José de La Montaña;0;Enero - Septiembre;2023
68;Santander;68684;San José de Miranda;0;Enero - Septiembre;2023
15;Boyacá;15664;San José de Pare;0;Enero - Septiembre;2023
23;Córdoba;23682;San José de Uré;0;Enero - Septiembre;2023
25;Cundinamarca;25662;San Juan de Rioseco;0;Enero - Septiembre;2023
5;Antioquia;5659;San Juan de Urabá;0;Enero - Septiembre;2023
50;Meta;50686;San Juanito;0;Enero - Septiembre;2023
15;Boyacá;15667;San Luis de Gaceno;0;Enero - Septiembre;2023
85;Casanare;85325;San Luis de Palenque;0;Enero - Septiembre;2023
15;Boyacá;15673;San Mateo;0;Enero - Septiembre;2023
68;Santander;68686;San Miguel;0;Enero - Septiembre;2023
15;Boyacá;15676;San Miguel de Sema;0;Enero - Septiembre;2023
5;Antioquia;5665;San Pedro de Urabá;0;Enero - Septiembre;2023
68;Santander;68705;Santa Bárbara;0;Enero - Septiembre;2023
47;Magdalena;47720;Santa Bárbara de Pinto;0;Enero - Septiembre;2023
